ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
1043,Oaxaca II Wind Energy Project,CE OAXACA DOS S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,"240,159",Latin America,2013-05-31,,
628,Generation of electricity in Maharashtra from Bundled Wind Energy Project Activity,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"61,494",Asia,2020-04-06,2016-04-01,2026-03-31
610,"4.50 MW Akkihebbal Mini Hydel Scheme, Cauvery Hydro Energy Ltd., India",Cauvery Hydro Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"10,000",Asia,2020-04-06,,
423,"2.225 MW wind power project in Tamil Nadu, India.",Frontline Corporation Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"4,600",Asia,2020-04-06,,
417,P.S.C Starch Wastewater Treatment and Biogas Utilization Project,P.S.C. Starch Products Public Company Limited,Waste handling and disposal,,AMS-I.D.; AMS-III.H.,Registered,Thailand,"36,973",Asia,2020-04-06,,
1168,"Kulera Landscape REDD+ Program for Co-Managed Protected Areas, Malawi",Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Malawi,"210,421",Africa,2020-04-06,2009-10-01,2039-09-30
631,"13.25 MW Wind Power Generation by RMTL, in Kutch, Gujarat",Ratnamani Metals & Tubes Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"23,960",Asia,2020-04-06,,
147,"9.75 MW WIND POWER PROJECT AT CHITRADURGA, KARNATAKA, INDIA BY ESWARI GROUP.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"19,280",Asia,2020-04-06,,
1580,Solar Grouped project by ACME Group (EKIESL-VCS-Aug-16-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,India,"730,457",Asia,2020-04-06,2015-06-22,2025-06-21
437,"12 MW Wind Power Project in Kutch, Gujarat",Gautam Freight Pvt. Ltd (GFPL),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"21,699",Asia,2020-04-06,,
432,"Xiaoshan Power Plant’s NG Power Generation Project of Zhejiang Southeast Electric Power Co., Ltd.","Zhejiang Southeast Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"937,067",Asia,2020-04-06,,
400,"Zhejiang Provincial Energy Group Zhenhai Natural Gas Power Generation Co., Ltd.’s NG Power Generation Project","Zhejiang Southeast Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,"937,067",Asia,2020-04-06,2017-01-09,2027-01-08
1578,15 MW Solar Photovoltaic Power Project at Gujarat,ACME Solar Technologies (Gujarat) Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"24,520",Asia,2020-04-06,2022-03-13,2032-03-12
911,Grid Connected Wind Energy Project in Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"108,219",Asia,2020-06-04,2020-06-25,2030-06-24
1577,Fujian Yong’an Improved Forest Management Project,"Yong’an Forestry Bureau of Fujian province, P.R.China",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,"57,455",Asia,2020-04-06,2011-07-01,2031-06-30
1161,Bali Landfill Gas Recovery to Electricity Project,Environmental Protection Bureau of Taipei County,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Taiwan,"1,574",Asia,2020-04-06,,
562,The Kasigau Corridor REDD Project – Phase I Rukinga Sanctuary,Wildlife Works Carbon LLC,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Kenya,"251,432",Africa,2020-06-04,2005-01-01,2034-12-31
1023,Grid Connected Wind Power Project by M/s Giriraj Enterprises in Madhya Pradesh,M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"23,859",Asia,2014-01-14,,
224,"10 MW Grouped Wind Power Project in Maharashtra State, India",M/s Nagreeka Foils Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"15,872",Asia,2020-04-06,2016-04-01,2026-03-31
801,"10 MW Biomass Based Power Generation Project by Rake Power Limited at Ramtek, Nagpur",Rake Power Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"40,244",Asia,2020-04-06,,
111,"Kalealti 15 MW Hydropower Plant, Turkey",Tektuð Elektrik Üretim A.Þ.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"29,885",Middle East,2020-04-06,2016-11-30,2026-11-29
637,12 MW Wind Electricity Generation Farm at Radhapuram by M/s Surana Industries Limited,SURANA INDUSTRIES LTD,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"25,812",Asia,2020-04-06,2016-04-01,2026-03-31
619,15 MW Grid Connected Renewable Energy Wind Turbine in Karnataka,MINERAL ENTERPRISES LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"32,275",Asia,2020-04-06,2016-04-01,2026-03-31
731,“Bundle-V bundled grid connected wind power project in the state of Gujarat”,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"31,220",Asia,2020-04-06,,
564,"12 MW Grid connected Wind Power Project, Gujarat State, India",Ansal Properties & Infrastructure Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"21,000",Asia,2020-04-06,,
566,10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited,Deepak Fertilisers and Petrochemical Corp. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"14,313",Asia,2020-04-06,,
1395,Bajo Calima y Bahía Málaga (BCBM) REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,"1,050,286",Latin America,2020-04-06,2013-08-26,2043-08-25
1140,Henan Xinxiang 24MW Biomass based Cogeneration Project,"Xinxiang Tianjie Bio-Power Generation Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,"55,874",Asia,2013-09-11,2019-10-28,2029-10-27
958,BIOCORREDOR MARTIN SAGRADO REDD+ PROJECT,Pur Projet,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Peru,"219,722",Latin America,2020-04-06,2010-01-01,2049-12-31
1574,Bundled Solar VCS Project by EKIESL (EKIESL- VCS.Oct 2016-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"131,339",Asia,2022-07-29,2015-03-31,2025-03-30
852,Rio Bravo Climate Action Project,Programme for Belize,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Belize,"94,970",North America,2020-04-06,,
1347,KSAIL Bagasse Power Project,Viability Incentives,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,Kenya,"45,118",Africa,2016-10-20,2015-01-01,2024-12-31
786,Hyundai Steel Waste Energy Cogeneration Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Registered,South Korea,"1,774,699",Asia,2020-04-06,2020-03-24,2030-03-23
304,Fundao Santa-Clara Energetic Complex Project (FSCECP),Centrais Eletricas do Rio Jordao S.A. - ELEJOR,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"265,585",Latin America,2020-04-06,2021-10-01,2028-09-30
1572,Maldonado II Wind Farm,"R DEL ESTE, S.A.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Uruguay,"84,718",Latin America,2017-02-27,2016-06-16,2026-06-15
197,Kamiranga Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"29,828",Latin America,2020-04-06,2018-01-01,2027-12-31
158,Menegalli Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"26,503",Latin America,2020-06-04,2018-04-01,2028-03-31
1024,"Grid Connected Wind Power Project by M/s. Giriraj Enterprises at Tejuva, Rajasthan",M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"13,600",Asia,2014-01-14,2021-03-31,2031-03-30
1570,BUNDLED WIND VCS PROJECT BY EKIESL (EKIESL- VCS.SEPT 2016-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"309,616",Asia,2020-04-06,2016-01-01,2025-12-31
1571,Manoa REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"257,469",Latin America,2020-04-06,2013-01-01,2042-12-31
431,6.2 MW Bundled Wind Power Project in India,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"9,246",Asia,2020-04-06,,
1569,Karacabey Wind Power Project,Yalova Rüzgar Enerjisinden Elektrik Üretim Anonim Sirketi,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"108,181",Asia,2020-04-06,2016-10-21,2026-10-20
1409,Yalnizardiç Dam and Berat HEPP,AKKOY ENERJI A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"30,519",Middle East,2022-01-17,2015-03-19,2025-03-18
1567,Wind Power Project in Rajasthan by LWEPL,Lalpur Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"73,290",Asia,2016-09-22,,
576,"Restoration of degraded areas and reforestation in Cáceres and Cravo Norte, Colombia",Asorpar Ltd.,Agriculture Forestry and Other Land Use,ARR,AR-AM0005; AR-ACM0003,Registered,Colombia,"80,000",Latin America,2020-04-06,2002-02-02,2032-02-01
1066,Damlapinar Hydroelectric Power Plant Project,Cenay Elektrik Uretim Ins.San. ve Tic. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"44,292",Middle East,2020-04-06,,
1061,Kentilux Wind Farm,Kentilux S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Uruguay,"30,996",Latin America,2020-04-06,2019-12-15,2026-12-14
1070,Buenos Aires Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"40,971",Latin America,2020-04-06,,
370,Grid connected bundled wind power project in Gujarat managed by Enercon (India) Limited,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"29,562",Asia,2020-04-06,,
1566,REDD+ Project Resguardo Indigena Unificado Selva de Mataven (RIU SM),Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Colombia,"3,622,352",Latin America,2016-12-08,2013-01-01,2042-12-31
1055,Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation,Mikro-Tek Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Chile,"16,864",Latin America,2020-04-06,2003-06-01,2043-05-31
1053,FUEL REPLACEMENT WITH WASTE GAS STREAM CONTAINING HYDROGEN AND BIOMASS AT THE CMPC,CMPC Celulosa S.A.,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012; AMS-I.C.,Registered,Chile,"30,646",Latin America,2020-04-06,,
1054,MRO Grouped Wind Projects Phase II,Lake Region State College,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,United States,"5,469",North America,2020-04-06,,
1044,Ziqiang 18MW Hydropower Project in Guizhou Province China,Guizhou Zhijn Ouhua Developent Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"80,181",Asia,2020-04-06,2019-11-01,2026-10-31
1031,Dak Psi 3 and 4 Hydropower Project,Dak Psi Hydropower Investment and Development JSC,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"89,961",Asia,2020-04-06,,
1040,Inner Mongolia Hangjin Yihewusu Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"113,411",Asia,2020-04-06,2018-01-01,2024-12-31
1038,Chile: Hornitos Hydroelectric Project,Colbun S.A.,Energy industries (renewable/non-renewable sources),,AM0026,Registered,Chile,"66,318",Latin America,2020-04-06,2022-07-01,2029-06-30
1029,San Pedro Hydropower Plant,Colbun S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Chile,"610,724",Latin America,2020-04-06,2017-05-01,2027-04-30
1003,Dogançay Weir and Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"90,518",Asia,2020-04-06,,
1004,Yamanli II Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"118,265",Asia,2020-04-06,,
1006,Bursa Light Rail System II Phase,T.C. Bursa Metropolitan Municipality (BMM),Transport,,ACM0016,Registered,Turkey,"14,794",Asia,2020-04-06,,
925,Bundled Wind Power Project by M/s D. J Malpani,M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"11,233",Asia,2020-06-04,,
429,Grouped Wind Power Project in India,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"140,590",Asia,2020-04-06,2016-04-01,2026-03-31
412,"Bundled wind energy generation projects in Gujarat, India",Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"91,266",Asia,2020-04-06,,
72,Heilongjiang Mulan Windfarm Project,"Heilongjiang Huafu Mulan Wind power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"27,749",Asia,2020-04-06,,
835,"44.40 MW Wind Energy Project by Ruchi Soya Industries Limited, India",Ruchi Soya Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"81,853",Asia,2020-04-06,,
934,The Mai Ndombe REDD+ Project,Wildlife Works Carbon LLC,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,"Congo, The Democratic Republic of The","5,671,613",Africa,2020-04-06,2011-03-14,2041-03-13
142,"Reforestation of degraded grasslands in Uchindile & Mapanda, Tanzania",Green Resources Tanzania Ltd (GRL),Agriculture Forestry and Other Land Use,ARR,AR-AM0005,Registered,Tanzania,"25,000",Africa,2020-04-06,2002-01-01,2100-12-31
403,Siam Cement Biomass Project,"SCG Cement Co., Ltd.",Manufacturing industries,,ACM0003,Registered,Thailand,"107,356",Asia,2020-04-06,,
425,Sahamitr Tapioca Chonburi Wastewater Treatment and Biogas Utilization Project,Sahamitr Tapioca Chonburi,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-I.D.; AMS-III.H.,Registered,Thailand,"8,061",Asia,2020-04-06,,
1408,Chyulu Hills REDD+ Project,Chyulu Hills Conservation Trust,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Kenya,"1,100,943",Africa,2020-04-06,2013-09-19,2043-09-18
1396,Rio Pepe y ACABA REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,"68,454",Latin America,2020-04-06,2014-12-01,2044-11-30
1353,"Bundled Wind Power Project in Tamilnadu, India, co-ordinated by Tamilnadu Spinning Mills Association (TASMA-V2)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"417,392",Asia,2020-04-06,,
389,1.2 MW World Institute of Sustainable Energy Wind Farm in Karnataka,World Institute of Sustainable Energy,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"2,595",Asia,2020-04-06,,
998,01 million Compact Fluorescent Lamps (EVN-2010) Project in Vietnam,Vietnam Electricity (EVN),Energy demand,,AMS-II.J.,Registered,Viet Nam,"20,258",Asia,2020-04-06,,
1203,Suzlon 8.40 MW Wind Power Project,Kishangarh Hi-tech Textile Park Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"13,081",Africa,2020-06-04,2020-12-31,2030-12-30
1560,Tejuva-Chandgarh Wind Project,CLP Wind Farms (India) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"261,891",Asia,2020-04-06,2015-03-29,2025-03-28
166,Dachunhe Sanji 6MW Hydropower Project in Yunnan Province,"Yunnan New View Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"22,668",Asia,2020-04-06,,
64,Gomes de Mattos Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"47,997",Latin America,2020-04-06,2016-05-01,2026-04-30
66,Karakurt 10.8 MW Wind Farm,Deniz Elektrik Uretim Ltd. Sti.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"24,381",Middle East,2009-06-05,2021-05-28,2028-05-27
324,"Bundled wind power project by KMSPL, Bangalore",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"83,350",Asia,2020-04-16,2016-04-01,2026-03-31
1209,Wind Power Project at Bhachau by Powerica Limited,POWERICA LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"22,398",,2020-04-06,,
1389,Acapa -­ Bajo Mira Y Frontera REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,"404,786",Latin America,2020-06-09,2013-11-13,2043-11-12
1392,Cajambre REDD+ Project,Consejo Comunitario de Cajambre,Agriculture Forestry and Other Land Use,REDD,VM0006,Registered,Colombia,"297,488",Latin America,2020-04-06,2013-11-14,2043-11-13
943,Rio Negro Ceramic  Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"11,256",Latin America,2020-04-06,2019-03-01,2029-02-28
983,African Improved Cooking Stoves Grouped Project,Vitol SA,Energy demand,,AMS-II.G.,Registered,Ghana,"47,004",Africa,2020-04-06,,
1559,49.5 MW Wind Power Project by Master Wind Energy Limited in Pakistan,M/s. Master Wind Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Pakistan,"105,255",Asia,2020-04-06,2016-10-14,2026-10-13
84,BEIJING 48 MW GUANTING WIND POWER PROJECT,Beijing Jingeng Energy Technology Investment Compa,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"100,720",Asia,2020-04-06,2018-01-18,2028-01-17
1558,"Agroforestry and forest restoration for ecological connectivity, poverty reduction and biodiversity conservation in Cerro San Gil, Caribbean Guatemala",Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Guatemala,"51,827",Latin America,2020-04-06,2013-11-09,2043-11-08
868,"REDD project in Brazil nut concessions in Madre de Dios, Peru",Bosques Amazónicos,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,"2,086,089",Latin America,2020-04-06,2010-01-01,2040-12-31
844,Madre de Dios Amazon REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,"659,793",Latin America,2020-04-06,2009-01-01,2046-12-31
36,China Xiaogushan Hydropower Project,"Xiaogushan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"39,947",Asia,2009-04-09,,
928,Yunnan Mangli Hydropower Project,Datang Mangli Hydropower Development Company Limit,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"51,887",Asia,2012-11-23,,
1047,"Carbon Emissions Reduction Project in the Forest Corridor Ambositra-Vondrozo (COFAV), Madagascar","Govt. of Madagascar, Direction Generale des Forets",Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Madagascar,"220,965",Africa,2020-04-06,2007-11-01,2037-10-31
1554,La Mina Hydropower Plant,Colbun S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Chile,"97,535",Latin America,2020-04-06,2018-02-21,2028-02-20
1419,Wind Power Project by Rajasthan Gum Private Limited (EKI.CDM.July-11-01),Rajasthan Gum Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"20,357",Asia,2020-04-06,2021-09-24,2031-09-23
1300,Papart Large Scale Run-of-River Hydro Powerplant Project,Elite Elektrik Üretim ve Makine San. Tic. A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"39,543",Middle East,2020-04-06,2022-03-02,2032-03-01
1553,Santa Vitória Cogeneration Project,ERB MG Energias S/A,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,Brazil,"27,577",Latin America,2020-04-06,2015-08-01,2025-07-31
1551,Wind Power Project by Rajasthan Gum Private Limited (EKIESL-CDM.September-12-02),Rajasthan Gum Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"24,213",Asia,2020-04-06,,
986,"Kumköy Hydroelectric Power Plant, Samsun",ENTEK ELEKTRIK URETIMI ANONIM SIRKETI,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"49,037",Middle East,2020-04-06,,
914,Golova and Sevindik HPPs of Subehri Hydropower Project,YPM Elektrik Uretim A.p,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,23,Middle East,2020-04-06,,
510,4 MW Kirloskar Wind Farms in Maharashtra,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"6,851",Asia,2020-04-06,,
489,44 MW Bundled Wind Power Project in Maharashtra managed by Enercon India Limited.,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"75,368",Asia,2020-04-06,2016-04-01,2026-03-31
1550,Uberlandia landfills I and II,Multiple Proponents,Waste handling and disposal,,ACM0001,Registered,Brazil,"40,093",Latin America,2017-08-08,2019-03-01,2026-02-28
1549,AAC Block Project By Aerocon Buildwell Pvt. Ltd. (EKIESL- June 2016-02),Aerocon Buildwell Pvt Ltd,Manufacturing industries,,AMS-III.Z,Registered,India,"31,332",Asia,2020-04-06,,
1133,Yacumama Forest Carbon Project,Lawrence Bishop,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Peru,"72,982",Latin America,2020-04-06,2012-01-01,2041-12-31
1372,Saf I Hepp,SAF ENERJİ ELEKTRİK ÜRETİM SAN.VE TİC. A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"24,627",Middle East,2021-03-29,,
1547,5MW Biomass Based Cogeneration Project at Sainsons,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,"28,442",Asia,2016-11-07,2017-01-01,2026-12-31
1094,Ecomapua Amazon REDD Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"72,338",Latin America,2020-04-06,2003-01-01,2032-12-31
380,MRF wind power project in Tamilnadu managed by Enercon India Limited,Wind World (India) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"28,156",Asia,2020-04-06,,
706,51 MW Wind Power Project at Chitradurga,M/s. NSL Renewable Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"127,993",Asia,2020-04-06,2018-06-06,2028-06-05
1315,Biomass based cogeneration plant at Godrej Agrovet Ltd. Chintampalli,Godrej Agrovet Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"86,509",Asia,2014-08-14,,
1546,Usak Wind Power Plant,Aydem Yenilenebilir Enerji A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"105,509",Asia,2020-07-21,,
1543,Bosques del Uruguay Afforestation through High Quality Timber in Grasslands Project,Agroempresa Forestal S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Uruguay,"11,499",Latin America,2017-08-17,2012-05-30,2072-05-29
1542,Yunnan Kunming Liangqu Improved Forest Management Project,"Kunming Yuming Investment Development Co., Ltd.",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,"54,734",Asia,2020-04-06,2011-04-01,2031-03-31
1541,Lacandon – Forest for life REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Guatemala,"238,875",Latin America,2020-04-06,2012-02-01,2042-01-31
1539,Gangakhed Sugar & Energy Private Ltd (GSEPL) 30 MW Bagasse Based Co-generation Power Project,Gangakhed Sugar & Energy Private Limited (GSEPL),Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,"64,480",Asia,2020-04-06,,
1142,Ticket Log Fleet Fuel Substitution,Ticket Soluções HDFGT S.A,Transport,,VM0019,Registered,Brazil,456,Latin America,2020-04-06,,
935,"Saving the Planet, one stew at a time",TAKE BACK THE FUTURE CC,Energy industries (renewable/non-renewable sources),,AMS-II.C.,Registered,South Africa,"56,870",Africa,2020-04-06,,
695,"BRT REA VAYA PHASE 1A AND 1B, SOUTH AFRICA",City of Johannesburg: Transportation Department,Transport,,AM0031,Registered,South Africa,"39,829",Africa,2020-04-06,2022-01-01,2031-12-31
1240,Joburg Landfill Gas to Energy Project,Energy Joburg RF (PTY) Limited,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,South Africa,"637,423",Africa,2020-06-04,2021-05-27,2031-05-26
1538,ECO2 Rubber Forests Guatemala,"Negocios Energeticos De Occidente, S.A.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Guatemala,"28,033",Latin America,2016-09-06,2011-05-31,2067-05-30
141,Babilonia Hydroelectric Project,ENERGISA S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Honduras,"7,390",Latin America,2020-04-06,,
1308,Parque Eolico Maldonado,"R del Sur, S.A.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Uruguay,"109,818",Latin America,2016-04-05,,
1326,Laguna Seca Forest Carbon Project,The Nature Conservancy,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Belize,"255,935",Latin America,2016-04-11,2011-01-01,2040-12-31
1535,Biomass/Biogas based heat and power generation at Everest Starch,Everest Starch India Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"26,457",Asia,2020-04-06,,
1393,Anaerobic digestion and heat generation at Sugar Corporation of Uganda Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.H.,Registered,Uganda,"15,229",Africa,2020-06-04,,
1337,AAC blocks manufacturing unit based on an energy efficient brick/block manufacturing technology by Biltech Building Elements (surat),Biltech Building Elemnts Limited,Manufacturing industries,,AMS-III.Z,Registered,India,"23,054",Asia,2020-04-06,,
1533,Grouped Dairy Manure Separation Projects; Phase I,Green Dream Farm,Waste handling and disposal,,AMS-III.Y,Registered,United States,"1,109",North America,2020-04-06,,
1532,COMACO Landscape Management Project,Community Markets for Conservation (COMACO),Agriculture Forestry and Other Land Use,REDD,VM0015; VM0017,Registered,Zambia,"122,047",Africa,2020-04-06,2012-07-01,2032-06-30
1152,Arca Hydro Electricity Power Plant,GURSU TEMIZ ENERJI URETIM A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"31,405",Middle East,2020-04-06,2022-04-06,2032-04-05
940,Replacement of existing luminaires with LED lightings in common areas of residential buildings,Multiple Proponents,Energy demand,,AMS-II.C.,Registered,Singapore,"2,397",Asia,2020-04-06,,
1084,"Energy efficiency measures in cooling systems at New Tech Park, 151 Lorong Chuan, Singapore",Multiple Proponents,Energy demand,,AMS-II.C.,Registered,Singapore,"2,169",Asia,2020-04-06,,
1348,Las Pizarras Project,Empresa Electrica Rio Doble,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Peru,"68,132",Latin America,2014-09-09,,
